annual_income,age,total_debt,debt_to_income,credit_utilization,num_open_accounts,num_late_payments_2yrs,years_credit_history,loan_amount_requested,employment_years,creditworthy
61153.53,47,20416.17,0.3339,0.1194,4,1,9.86,17302.73,4.94,1
33089.61,38,825.68,0.025,0.3987,5,2,2.81,500.0,10.37,0
37384.92,47,14126.13,0.3779,0.6052,3,0,8.43,716.96,5.42,0
90974.5,42,25056.17,0.2754,0.1409,4,2,2.12,17348.52,2.29,1
40295.98,36,13791.65,0.3423,0.0934,5,0,14.42,12212.17,5.78,1
88124.17,22,3644.23,0.0414,0.2202,2,2,3.89,500.0,9.03,1
50138.78,25,29097.77,0.5803,0.3272,2,1,11.81,6927.48,5.5,0
55045.76,38,0.0,0.0,0.2442,5,4,13.87,8857.35,8.21,1
76407.3,23,11066.46,0.1448,0.4617,5,4,10.25,8119.24,3.37,1
80437.85,47,14500.08,0.1803,0.2718,3,0,3.05,19452.45,3.78,0
52783.75,37,15190.9,0.2878,0.4952,6,0,11.27,22050.88,2.12,1
47235.14,36,17165.95,0.3634,0.0542,6,0,11.73,500.0,10.81,1
53881.59,26,22325.28,0.4143,0.2632,4,1,5.63,11044.15,2.68,0
61759.15,27,14575.11,0.236,0.1165,5,0,4.19,12909.99,5.01,0
72826.07,34,10583.3,0.1453,0.3775,2,1,16.98,500.0,6.45,1
55084.6,58,10108.93,0.1835,0.2231,3,3,5.64,22024.93,3.73,1
67377.73,60,7661.81,0.1137,0.3469,5,1,37.54,14967.87,10.05,1
87767.19,35,24450.52,0.2786,0.0755,2,2,7.19,18804.11,5.48,1
62626.19,53,7241.66,0.1156,0.2517,6,1,14.6,8433.67,5.06,1
61233.06,63,25161.25,0.4109,0.2687,4,0,8.34,5768.6,7.93,0
24621.78,47,15227.99,0.6185,0.1813,5,2,6.82,7444.6,12.46,0
12000.0,49,8744.94,0.7287,0.204,3,2,4.16,11119.75,5.26,0
62767.51,57,22420.89,0.3572,0.3428,7,1,5.6,8595.94,4.69,1
53103.52,25,6270.55,0.1181,0.4992,3,1,9.64,19244.45,8.95,1
44704.35,49,22658.21,0.5068,0.4851,2,2,3.66,33328.35,9.51,0
59870.6,52,17552.71,0.2932,0.4672,2,0,10.71,16660.49,1.39,0
53791.93,26,7844.1,0.1458,0.0843,4,0,7.69,500.0,5.04,1
77555.61,22,21343.62,0.2752,0.3697,4,2,16.84,13240.58,3.79,0
56722.22,26,21559.08,0.3801,0.3882,1,2,8.74,2497.61,2.38,1
40061.53,63,28890.24,0.7211,0.1301,4,1,18.19,8738.62,1.67,0
74803.32,24,26593.76,0.3555,0.2869,3,2,4.71,11715.04,5.71,1
50657.38,49,20895.29,0.4125,0.0452,4,3,4.9,9926.87,2.56,0
65530.73,45,1468.91,0.0224,0.6063,5,1,7.99,3719.62,10.69,0
45451.79,29,44383.04,0.9765,0.235,8,3,13.57,16175.52,13.39,0
42003.46,23,0.0,0.0,0.342,1,2,15.85,500.0,7.59,1
56683.36,46,26391.16,0.4656,0.2993,4,2,7.57,15090.86,7.71,1
55256.57,63,20175.41,0.3651,0.2593,3,0,4.98,4783.7,6.78,0
64596.54,47,910.29,0.0141,0.1762,1,1,3.87,14229.59,3.14,1
49627.08,56,13508.39,0.2722,0.2879,5,1,6.77,1242.51,5.96,0
18272.8,52,14054.97,0.7692,0.0725,5,3,5.84,13851.93,2.04,0
46344.52,21,30666.99,0.6617,0.2578,3,0,5.5,23018.51,10.34,0
70876.37,36,6440.27,0.0909,0.3466,1,0,5.8,7242.49,6.7,0
49052.48,31,11856.66,0.2417,0.738,7,2,8.97,7067.03,7.49,1
50072.33,46,0.0,0.0,0.1444,7,2,15.41,15460.0,11.41,1
74727.53,60,35817.15,0.4793,0.2402,5,0,5.45,13688.56,6.94,0
40760.54,21,2154.38,0.0529,0.4934,8,1,10.26,946.13,9.15,0
24143.94,46,18922.93,0.7838,0.2338,5,2,4.1,20861.02,10.47,0
51787.38,48,13783.11,0.2661,0.1975,4,0,6.31,18471.59,6.81,1
45316.52,29,13823.99,0.3051,0.3163,6,0,7.24,22256.73,5.25,1
35675.07,64,24718.34,0.6929,0.1258,5,0,9.57,16367.21,4.86,1
51492.43,42,35055.15,0.6808,0.5135,3,3,12.42,27102.48,6.11,0
64830.11,28,18017.92,0.2779,0.5793,2,1,5.08,500.0,8.99,0
54814.23,62,22860.94,0.4171,0.4764,5,2,7.17,24191.31,15.19,0
61139.62,47,18946.7,0.3099,0.1973,3,1,21.27,8880.63,0.25,1
91268.15,59,27210.38,0.2981,0.3669,4,1,11.52,7648.25,4.05,1
48142.42,39,9445.0,0.1962,0.2009,5,2,8.17,6284.38,5.73,1
60566.97,45,27904.69,0.4607,0.2885,3,5,8.84,16074.8,5.88,1
44815.73,58,28326.0,0.6321,0.2426,5,0,12.37,18401.95,12.67,0
38072.81,41,27990.44,0.7352,0.125,5,0,9.16,8269.25,4.62,0
43301.85,44,7078.23,0.1635,0.1467,4,4,15.53,14188.62,3.83,0
45424.83,44,12979.95,0.2857,0.1296,4,0,9.2,34110.75,5.98,1
62189.52,39,17873.6,0.2874,0.1646,2,1,11.16,6640.97,3.36,1
101981.52,22,0.0,0.0,0.1451,4,0,4.02,8844.17,3.34,1
40679.13,34,34139.04,0.8392,0.5504,4,1,7.85,23359.14,3.06,0
46667.49,52,14852.68,0.3183,0.2725,1,2,10.51,500.0,4.91,0
53737.54,62,18407.13,0.3425,0.1445,3,1,8.42,13960.93,6.69,0
62915.98,52,8075.95,0.1284,0.3601,3,0,8.19,500.0,8.46,0
60271.02,48,0.0,0.0,0.0752,4,0,6.27,963.99,5.08,1
80681.92,59,7751.64,0.0961,0.1667,3,0,8.83,2479.38,12.15,1
12000.0,60,17630.45,1.4692,0.4779,5,2,11.56,4987.97,6.66,0
12000.0,62,23081.15,1.9234,0.2201,1,2,10.94,2022.41,2.81,0
45082.44,60,16941.5,0.3758,0.2346,10,2,17.76,13607.86,7.96,1
76946.0,33,19160.69,0.249,0.1611,3,1,18.36,23198.76,4.69,1
23687.04,32,10955.68,0.4625,0.4107,8,1,12.84,28312.48,9.35,0
12000.0,28,20954.98,1.7462,0.2869,2,2,16.69,3764.64,6.81,0
66423.59,35,32793.99,0.4937,0.4384,2,4,9.97,17827.42,5.06,0
59873.14,46,23457.47,0.3918,0.5259,5,1,12.75,21668.04,4.2,0
33195.83,32,24714.5,0.7445,0.0682,3,1,7.62,12967.38,3.34,0
35289.21,63,18528.2,0.525,0.1211,7,1,19.0,17667.93,10.33,0
35605.13,47,0.0,0.0,0.3184,2,0,10.41,15680.34,8.53,1
57210.71,38,2464.0,0.0431,0.0819,6,1,12.65,15668.26,9.0,1
42473.69,56,20458.51,0.4817,0.3141,5,1,11.21,6106.91,5.58,0
64881.28,47,14868.73,0.2292,0.328,4,0,15.72,500.0,2.21,0
12000.0,29,20278.11,1.6898,0.1118,3,1,1.75,9210.48,1.27,0
37862.96,59,35117.08,0.9275,0.2956,1,2,6.52,5865.03,6.85,0
32478.92,21,23712.43,0.7301,0.4103,0,0,14.58,9776.98,2.25,0
49873.19,27,30106.63,0.6037,0.1871,6,1,9.12,19691.61,9.7,0
44239.04,46,16136.18,0.3647,0.1839,4,0,3.96,23485.4,14.74,0
70956.88,27,5313.41,0.0749,0.0202,5,2,13.08,13205.85,5.24,1
17813.26,27,14305.61,0.8031,0.3381,5,1,20.95,2527.87,8.61,0
55909.83,28,5342.98,0.0956,0.0539,1,0,11.82,8885.64,4.46,1
66166.73,36,33699.54,0.5093,0.4098,6,1,11.21,5820.96,7.33,1
92132.95,23,24484.69,0.2658,0.1528,4,1,7.26,12991.68,9.48,1
45364.68,30,21246.15,0.4683,0.3596,3,2,19.01,8265.97,6.46,1
61489.17,27,29831.32,0.4851,0.2572,6,1,10.11,19221.3,2.32,0
18922.74,41,0.0,0.0,0.2994,4,2,12.0,5216.36,7.91,0
12000.0,57,22057.66,1.8381,0.1466,5,1,4.77,29467.46,1.97,0
71895.49,51,0.0,0.0,0.1903,4,0,7.97,500.0,3.0,1
54888.79,43,14912.93,0.2717,0.0944,5,2,12.6,14445.73,15.85,1
78570.25,47,11259.51,0.1433,0.0369,2,3,3.63,500.0,9.06,0
27531.94,42,22940.84,0.8332,0.252,5,0,8.64,20383.15,5.71,0
65398.04,59,17738.25,0.2712,0.3708,2,2,15.74,12375.06,14.97,1
92376.36,47,31141.41,0.3371,0.2497,5,0,12.69,13646.03,4.19,1
63394.11,24,7777.23,0.1227,0.2907,2,3,14.77,4821.95,8.96,1
60531.63,44,23509.37,0.3884,0.2753,3,0,6.88,20687.61,10.01,0
55171.12,43,16946.68,0.3072,0.1014,2,2,8.88,17142.74,0.53,1
23582.37,39,0.0,0.0,0.3502,2,1,11.71,7636.68,5.5,0
82111.46,62,3976.6,0.0484,0.5233,4,0,7.44,11867.55,3.7,1
42782.85,23,13201.46,0.3086,0.1442,2,0,6.65,4877.42,0.89,0
65089.67,47,28347.51,0.4355,0.1266,6,0,7.25,4246.82,14.22,1
23739.31,23,20564.68,0.8663,0.4182,8,1,5.53,7077.54,6.16,0
31410.81,48,989.99,0.0315,0.0675,5,0,6.98,9808.37,1.37,1
83701.75,37,13316.21,0.1591,0.4398,4,2,12.59,12013.98,6.66,1
48053.95,51,39213.68,0.816,0.1457,0,2,3.57,11645.41,9.15,0
84065.51,30,16334.68,0.1943,0.2597,4,1,9.47,5078.47,2.24,0
53435.39,42,11072.09,0.2072,0.1705,5,1,12.54,18072.33,5.39,0
18162.04,50,20900.88,1.1508,0.4496,7,0,6.78,20716.07,8.29,0
72841.35,41,24160.72,0.3317,0.2562,10,1,7.04,19308.81,4.75,1
43202.15,56,9525.98,0.2205,0.2527,6,0,6.02,17649.66,9.52,0
68973.78,43,21030.9,0.3049,0.5863,3,2,10.52,500.0,2.95,0
55504.22,58,11053.33,0.1991,0.3492,6,1,12.79,4012.3,5.87,1
24137.64,32,23631.93,0.979,0.1962,3,0,13.2,500.0,1.81,1
58285.9,45,17036.32,0.2923,0.2269,3,1,10.86,500.0,13.2,1
98924.46,40,20783.61,0.2101,0.3781,2,1,12.49,21151.28,3.18,1
64859.73,62,5889.8,0.0908,0.1363,4,1,18.32,25561.13,4.36,1
53849.64,27,5144.56,0.0955,0.1549,8,1,1.89,12060.56,11.24,1
76506.87,49,26345.97,0.3444,0.1619,5,0,8.95,15770.64,12.96,0
59213.37,49,14047.24,0.2372,0.256,2,1,16.9,9125.7,7.07,1
59190.68,33,18420.42,0.3112,0.1792,2,1,8.56,21357.51,6.37,0
33167.5,23,11323.25,0.3414,0.1001,5,0,5.38,14240.21,9.67,1
59676.96,22,25784.72,0.4321,0.0744,4,2,13.71,7828.64,7.04,1
75708.87,36,7706.28,0.1018,0.5365,3,2,23.86,16498.37,3.69,1
38278.76,50,13372.79,0.3494,0.2954,5,3,3.68,10546.9,4.3,0
83489.92,58,24431.91,0.2926,0.536,4,0,16.33,13564.68,16.73,1
53165.88,26,29075.61,0.5469,0.3664,3,2,5.29,17546.64,2.6,0
37244.61,27,8714.89,0.234,0.0844,6,0,8.46,42081.24,6.74,0
74952.64,25,38516.21,0.5139,0.2139,5,1,12.93,26289.72,4.36,1
49264.12,27,18758.9,0.3808,0.3566,2,1,8.93,13200.14,2.88,1
70190.3,54,2484.86,0.0354,0.2993,5,1,12.64,4482.16,11.05,1
49164.83,52,19428.62,0.3952,0.2834,3,2,9.33,500.0,3.89,0
53803.48,33,10404.01,0.1934,0.5248,3,1,13.83,22273.96,6.07,0
64871.2,50,20208.82,0.3115,0.4923,4,4,6.19,20958.57,1.74,0
60817.94,45,14485.73,0.2382,0.2075,9,0,12.54,6976.31,1.85,1
15089.36,41,15891.28,1.0531,0.1541,0,4,8.93,11299.29,6.06,0
32575.13,41,4060.88,0.1247,0.3421,2,0,7.64,13664.01,3.12,0
73588.2,48,26880.73,0.3653,0.2538,4,1,4.71,16752.55,2.23,0
52357.27,40,1126.47,0.0215,0.0645,7,2,4.26,25236.06,2.18,1
44525.37,54,1694.82,0.0381,0.3488,4,0,10.07,1575.55,11.9,1
27828.52,25,19408.32,0.6974,0.2469,2,0,5.6,17389.22,5.51,0
33405.27,38,34234.13,1.0248,0.1773,4,2,4.14,13750.59,7.41,0
14564.03,59,10768.88,0.7394,0.6667,5,1,18.91,7918.91,2.96,0
52974.39,63,23411.67,0.4419,0.5011,2,0,8.28,18451.69,3.27,1
43031.25,31,27880.08,0.6479,0.4658,5,3,7.55,11109.63,5.16,0
35668.24,37,24776.21,0.6946,0.3461,4,0,2.96,11356.76,3.29,0
53637.53,42,11265.5,0.21,0.1909,3,2,9.72,14510.32,2.58,0
62279.41,57,1907.44,0.0306,0.1946,3,2,14.2,8336.2,6.08,1
96863.96,40,0.0,0.0,0.1517,6,2,9.99,17235.17,7.76,1
24762.33,26,11845.91,0.4784,0.106,3,0,17.56,8821.19,6.27,0
78187.62,54,29137.05,0.3727,0.616,5,2,14.87,25521.14,10.63,0
74462.03,34,1510.01,0.0203,0.6099,3,0,7.34,13826.67,12.34,1
39418.15,43,23402.52,0.5937,0.2489,6,1,8.95,6639.68,8.86,0
59064.72,40,3598.17,0.0609,0.5228,5,1,14.73,14470.21,3.36,1
45847.34,33,16272.87,0.3549,0.1897,4,0,3.13,19916.01,5.23,1
58713.77,64,23493.5,0.4001,0.0555,7,1,6.81,500.0,5.3,1
85182.62,61,7086.05,0.0832,0.5287,4,0,9.28,22136.46,4.8,0
67112.12,52,17045.82,0.254,0.2452,3,1,14.1,14722.3,8.4,1
65172.17,46,10018.9,0.1537,0.238,4,2,13.15,11757.06,2.98,1
46393.81,34,23461.78,0.5057,0.16,4,0,6.54,6509.57,11.04,0
25318.87,56,17823.81,0.704,0.4121,5,3,13.68,14776.42,9.71,0
50830.64,28,15678.09,0.3084,0.5121,4,3,21.65,4930.79,0.91,1
79132.16,60,33700.2,0.4259,0.3356,8,0,13.26,500.0,5.71,1
24456.64,42,22947.67,0.9383,0.2182,4,0,9.05,6295.83,4.12,0
33898.21,42,6715.78,0.1981,0.246,7,0,12.88,9819.62,3.82,1
57525.35,36,13969.63,0.2428,0.2182,7,1,5.42,16905.15,2.26,1
35306.9,47,14089.21,0.399,0.5274,9,0,2.94,10249.57,7.54,0
39149.53,30,15963.83,0.4078,0.3759,6,1,12.77,2839.25,5.36,1
46528.03,45,45294.11,0.9735,0.1954,6,1,13.09,6711.16,3.92,0
27687.65,51,19450.22,0.7025,0.1307,8,2,10.27,12165.12,9.16,0
35517.56,41,0.0,0.0,0.0986,5,1,11.19,17164.78,4.06,1
69068.56,47,8486.41,0.1229,0.0911,3,2,12.97,18505.48,4.52,1
28852.6,37,0.0,0.0,0.0633,6,5,11.7,1104.24,3.26,1
23042.56,53,11042.42,0.4792,0.2153,2,0,10.66,12409.25,3.5,0
42399.5,51,0.0,0.0,0.3284,3,0,11.62,18189.76,9.13,1
69639.11,62,4540.91,0.0652,0.4198,7,1,7.74,5015.47,2.63,1
51061.56,46,0.0,0.0,0.5713,6,1,1.81,26401.76,5.51,0
45708.38,41,19609.92,0.429,0.1128,2,4,6.56,8044.09,13.37,0
55887.18,56,15006.47,0.2685,0.4213,1,1,15.3,20159.68,5.29,1
20085.85,21,18635.55,0.9278,0.2294,1,1,6.8,17529.35,16.04,0
64894.11,24,13745.38,0.2118,0.2902,3,1,17.19,6497.98,8.61,1
62668.7,24,0.0,0.0,0.1696,3,2,9.53,12129.41,8.77,1
46813.83,46,21162.26,0.4521,0.3809,1,2,6.98,22913.1,9.74,0
75118.49,24,38066.69,0.5068,0.1073,3,1,11.31,7704.97,4.74,1
32450.08,29,19910.55,0.6136,0.4035,5,1,14.32,13418.21,16.68,0
77558.18,50,9888.9,0.1275,0.1434,3,1,17.3,500.0,13.22,1
58089.87,24,0.0,0.0,0.195,4,0,17.19,14876.7,4.79,1
48268.95,25,4103.2,0.085,0.1095,3,2,3.38,8763.79,6.93,1
54602.53,43,20436.48,0.3743,0.1481,4,3,7.72,16190.9,4.24,0
52854.7,36,27877.42,0.5274,0.7137,7,2,8.19,5245.0,1.42,0
79405.66,42,18130.39,0.2283,0.2221,3,1,8.82,14557.77,3.09,1
33466.42,57,24598.65,0.735,0.7182,1,2,17.46,9198.02,2.22,0
39749.62,28,23492.14,0.591,0.1871,3,1,11.67,500.0,4.5,0
75726.06,53,21078.41,0.2784,0.0655,3,0,3.35,12702.92,3.0,1
43089.3,58,7098.32,0.1647,0.2388,2,0,6.46,22088.61,2.94,0
73010.66,63,17087.08,0.234,0.251,4,2,7.23,3228.49,3.87,1
88988.72,36,4819.47,0.0542,0.5039,3,1,6.41,6843.52,6.12,0
46964.1,25,15209.15,0.3238,0.5654,6,0,4.7,22602.78,5.83,1
68627.25,36,18970.36,0.2764,0.1467,4,0,9.4,16451.86,5.62,1
31926.15,27,35145.41,1.1008,0.1323,4,1,12.77,9368.64,3.19,0
70094.67,21,0.0,0.0,0.2859,3,2,8.66,14366.1,1.87,1
58988.48,29,20778.09,0.3522,0.2509,4,2,3.35,6994.64,5.51,1
64460.77,38,32774.84,0.5084,0.1076,3,1,10.79,31771.76,3.17,0
42088.56,23,24106.17,0.5727,0.3203,8,1,10.93,19094.94,9.2,0
21778.33,44,24995.35,1.1477,0.2221,7,2,3.62,25670.46,2.2,0
65065.04,48,22052.34,0.3389,0.198,4,0,9.14,12735.31,4.25,1
13731.94,30,30580.01,2.2269,0.5836,2,0,7.25,1809.32,5.86,0
48652.99,29,1950.26,0.0401,0.2702,3,0,6.49,16026.71,5.96,1
73823.64,33,0.0,0.0,0.6616,2,2,9.09,22040.9,7.61,1
58837.95,55,14923.99,0.2536,0.2651,7,0,11.65,22377.07,13.69,1
93966.85,43,0.0,0.0,0.2265,1,0,10.98,500.0,4.14,1
75502.18,37,29767.75,0.3943,0.0964,1,2,7.67,13691.39,6.18,1
41922.03,27,29648.58,0.7072,0.1527,2,0,6.05,500.0,6.46,0
55546.27,36,9799.79,0.1764,0.1967,4,1,4.19,7312.77,9.02,0
54052.59,60,10550.75,0.1952,0.4935,2,1,6.63,16683.37,3.31,0
23356.46,56,14131.83,0.6051,0.0925,3,2,8.8,22651.09,5.82,0
36192.02,40,15624.25,0.4317,0.5236,6,0,19.16,13779.87,4.58,1
43784.78,44,16526.09,0.3774,0.0811,4,3,15.65,2818.03,12.47,1
14275.59,25,21698.79,1.52,0.4035,13,0,6.48,16794.97,3.48,0
55949.87,26,12928.48,0.2311,0.1468,6,1,6.91,5193.03,14.88,0
50018.56,48,26318.32,0.5262,0.3786,3,2,5.27,9661.43,4.0,1
21542.12,25,20351.37,0.9447,0.2543,5,0,16.52,12723.52,3.01,0
63084.26,59,7716.44,0.1223,0.242,5,2,18.41,6641.16,12.79,0
69317.45,58,31021.35,0.4475,0.1212,5,2,12.57,17091.61,11.71,0
59540.69,22,0.0,0.0,0.4311,5,1,7.73,18019.67,20.47,1
48518.64,63,13894.01,0.2864,0.1472,5,1,9.14,20225.49,2.36,1
66828.84,59,26603.01,0.3981,0.1025,7,0,5.03,23402.66,4.18,0
68604.41,41,6323.12,0.0922,0.5618,6,0,8.77,10854.61,10.37,0
61148.07,60,18714.67,0.3061,0.5026,6,1,4.63,2184.36,7.74,1
38507.75,57,21520.08,0.5589,0.4445,1,3,5.84,2955.58,3.98,0
60532.02,38,4673.71,0.0772,0.0673,7,0,5.71,25881.28,8.12,1
78909.61,32,14130.27,0.1791,0.1896,5,2,13.99,24922.32,6.25,1
43067.42,37,13121.95,0.3047,0.0622,5,3,6.63,22706.92,5.75,0
96958.79,57,8379.15,0.0864,0.2441,3,1,6.34,7315.95,5.79,1
44487.38,58,42620.1,0.958,0.3237,2,2,3.0,25504.83,6.84,0
55648.14,35,5842.72,0.105,0.4444,4,1,6.34,10642.53,7.49,1
41550.29,27,27059.16,0.6512,0.2247,3,1,3.15,14744.61,3.24,0
59465.42,34,10286.39,0.173,0.136,2,2,10.95,18611.48,4.42,0
20155.57,21,1960.37,0.0973,0.2721,5,2,21.57,22089.74,5.53,1
44079.16,58,16233.77,0.3683,0.1321,3,4,10.69,16329.84,6.07,0
33157.58,23,22789.12,0.6873,0.4857,8,2,8.15,23000.09,3.08,0
57706.77,57,26046.11,0.4514,0.3095,6,2,12.75,12106.27,9.02,1
74888.95,64,33747.18,0.4506,0.294,5,0,8.78,10377.02,4.2,1
67920.12,51,50342.96,0.7412,0.5425,9,1,10.25,9437.28,5.09,0
12000.0,63,18006.17,1.5005,0.3227,5,0,21.17,2805.01,1.64,0
95841.39,33,7042.89,0.0735,0.095,5,3,11.95,500.0,3.68,1
60905.6,38,20434.49,0.3355,0.1491,1,0,4.75,20331.4,9.14,0
39470.02,37,11805.44,0.2991,0.2983,4,2,11.11,10127.08,2.84,0
58142.56,37,26111.59,0.4491,0.155,2,0,13.2,17945.15,6.32,1
58523.8,31,0.0,0.0,0.3405,3,3,15.05,16786.23,7.08,0
41663.03,40,43420.01,1.0422,0.4423,3,0,12.17,13264.76,1.19,0
58958.33,30,25272.58,0.4287,0.1859,4,0,8.29,19555.87,2.32,1
42850.55,49,0.0,0.0,0.1139,7,2,10.67,20572.04,4.44,0
46912.76,54,6491.65,0.1384,0.0816,5,2,6.1,4386.22,15.3,1
41274.42,37,24792.97,0.6007,0.3821,1,1,13.39,24263.44,7.43,1
26346.57,62,29116.13,1.1051,0.1965,5,0,14.33,18914.92,3.06,0
57916.73,33,0.0,0.0,0.4145,7,2,5.59,4995.29,4.32,1
66705.99,64,23556.31,0.3531,0.105,3,1,2.85,6806.24,12.94,1
65297.67,59,0.0,0.0,0.3131,3,1,2.47,2057.05,8.92,1
71398.51,47,13927.97,0.1951,0.3242,5,1,10.04,17022.47,6.95,1
61486.8,46,28344.56,0.461,0.0587,2,0,14.05,10585.18,6.71,1
44345.49,48,8381.81,0.189,0.2257,3,1,7.29,500.0,4.46,1
71793.28,33,0.0,0.0,0.2867,2,0,8.9,7565.53,5.04,1
27849.65,32,16754.58,0.6016,0.2193,4,1,9.58,8952.68,13.01,0
36986.57,64,7743.37,0.2094,0.3683,3,3,9.47,12845.39,2.57,0
35716.0,48,22554.7,0.6315,0.4207,4,0,6.66,500.0,9.36,0
76601.12,22,4376.08,0.0571,0.1414,2,1,4.78,12933.21,6.53,1
73855.77,57,5728.36,0.0776,0.3902,3,0,9.95,24005.87,3.14,0
64746.1,54,0.0,0.0,0.1688,0,1,10.18,13496.06,2.36,1
76438.6,43,17039.34,0.2229,0.3645,3,1,14.99,16715.59,6.37,1
37414.34,49,13069.14,0.3493,0.3664,5,1,10.12,24507.07,4.06,0
61971.9,55,739.38,0.0119,0.4691,3,1,13.06,11243.65,5.62,1
52496.51,31,17325.58,0.33,0.1059,5,0,9.85,10985.48,9.57,1
71937.64,53,27324.84,0.3798,0.226,6,2,15.48,14758.82,4.91,1
52695.52,31,12413.18,0.2356,0.1537,7,0,4.23,4921.16,5.19,1
47301.14,29,18218.0,0.3851,0.4501,3,2,8.43,6443.52,5.41,0
65818.17,34,18279.73,0.2777,0.4056,8,2,9.2,500.0,8.76,1
72523.38,29,548.04,0.0076,0.4783,1,1,13.38,30306.76,8.02,1
41633.1,59,39679.03,0.9531,0.177,3,0,7.55,18645.62,3.24,0
53778.49,23,9349.8,0.1739,0.1309,2,0,10.1,4421.36,9.52,1
33831.19,49,22873.39,0.6761,0.3005,3,1,4.72,20190.86,12.3,0
12000.0,39,24230.58,2.0192,0.3961,4,2,7.02,5535.63,7.23,0
59009.19,56,13324.86,0.2258,0.0891,2,2,6.35,12544.45,2.74,0
67178.11,52,22281.54,0.3317,0.1458,4,2,5.91,12503.88,1.96,0
60241.34,27,17949.83,0.298,0.2637,5,1,5.85,8430.59,2.86,1
16008.77,48,0.0,0.0,0.3267,4,0,6.1,5497.37,5.51,0
47983.01,64,11012.73,0.2295,0.242,7,1,17.06,21668.38,4.76,0
12000.0,38,7649.39,0.6374,0.3765,4,2,5.42,12675.97,8.74,0
82394.02,25,9459.06,0.1148,0.3915,3,3,10.22,25455.46,6.26,1
33278.91,43,0.0,0.0,0.5827,3,5,5.24,3672.38,8.92,1
80108.07,42,28517.2,0.356,0.2691,0,1,7.45,8217.47,2.4,0
73917.39,46,34223.91,0.463,0.4358,3,2,9.61,11634.55,3.93,0
36988.19,62,26736.04,0.7228,0.1799,4,3,4.15,20825.69,15.85,0
32344.3,32,30246.35,0.9351,0.3574,4,2,10.49,5686.3,15.69,0
62007.4,60,10864.38,0.1752,0.2471,6,3,7.52,16570.34,3.64,0
38113.52,39,7364.92,0.1932,0.3907,4,0,10.34,14743.34,2.62,1
57049.69,21,5656.96,0.0992,0.2482,4,1,11.73,23427.56,8.3,1
45343.45,23,22728.78,0.5013,0.0914,5,2,6.36,15983.78,5.67,0
19376.83,47,17724.76,0.9147,0.2407,2,0,10.59,500.0,4.48,0
12000.0,38,14073.34,1.1728,0.451,6,2,12.89,3888.69,2.66,0
59533.68,50,30541.78,0.513,0.1509,3,2,14.32,4293.83,4.08,0
43768.85,22,19859.3,0.4537,0.2403,3,1,10.22,8380.06,2.4,1
43938.2,25,4936.11,0.1123,0.1596,3,2,7.46,22595.16,5.72,0
68917.28,49,6829.09,0.0991,0.3816,7,2,12.91,9878.5,6.39,1
78468.85,53,23183.92,0.2955,0.4116,6,0,6.24,12276.26,8.14,1
49549.11,62,27500.79,0.555,0.1576,5,1,11.18,10200.37,4.67,1
48188.03,40,21620.16,0.4487,0.2362,4,0,8.49,16310.73,8.11,0
65002.86,50,37762.66,0.5809,0.1068,5,0,15.01,6225.21,6.54,0
27861.29,62,34620.09,1.2426,0.335,4,0,9.26,10635.21,5.81,0
59463.06,25,20292.43,0.3413,0.157,4,0,5.96,10538.4,1.63,0
66037.72,41,4937.03,0.0748,0.3838,3,3,5.58,11432.67,6.7,0
68604.6,35,0.0,0.0,0.6292,3,3,10.56,7473.67,7.24,0
16264.95,40,10351.42,0.6364,0.2118,3,3,9.69,1319.85,10.77,0
39772.89,28,24038.56,0.6044,0.0306,4,2,3.94,19461.15,6.51,1
37434.73,51,36919.76,0.9862,0.1286,7,0,23.15,11068.76,8.7,0
56997.74,32,20009.36,0.3511,0.1388,2,0,9.21,21028.1,12.94,0
64614.89,41,29024.67,0.4492,0.3102,4,2,10.46,15835.76,3.66,0
84934.21,50,12056.31,0.1419,0.4152,6,0,13.74,16117.39,1.48,1
45100.69,47,22473.23,0.4983,0.1887,4,3,10.58,21045.36,5.02,0
45048.55,64,24880.28,0.5523,0.2453,5,0,5.29,32783.25,1.2,0
77993.44,46,0.0,0.0,0.116,2,1,8.38,22429.85,11.26,1
60931.54,53,10038.73,0.1648,0.362,4,1,5.54,19091.18,10.95,1
80353.03,46,26396.4,0.3285,0.1137,6,0,6.01,14338.44,0.33,0
60774.56,46,18293.62,0.301,0.3345,5,0,7.72,22070.53,2.92,1
31857.67,56,641.82,0.0201,0.0785,2,1,10.15,6027.79,3.89,1
28337.43,60,0.0,0.0,0.3099,6,2,8.1,16678.02,9.24,1
23969.76,21,10610.63,0.4427,0.0899,6,0,5.73,22217.69,7.13,0
68241.04,35,14140.97,0.2072,0.0098,3,0,0.97,19619.12,1.64,1
78771.94,21,4392.92,0.0558,0.1277,6,1,16.45,11390.47,11.03,1
91987.24,31,16717.02,0.1817,0.6752,2,0,12.88,15643.46,3.13,0
71862.11,22,21076.64,0.2933,0.3784,6,1,11.64,9366.77,7.15,1
78256.77,21,23048.25,0.2945,0.4684,6,0,5.17,5854.16,6.15,1
43399.67,51,0.0,0.0,0.1278,5,3,7.56,23606.35,3.4,1
31871.68,64,0.0,0.0,0.2975,10,0,5.91,8526.24,2.81,0
72001.59,36,11344.53,0.1576,0.1513,5,3,5.08,8458.55,7.03,1
